1, 3, 1029, 8, 242.555045
1, 3, 961, 6, 165.649882
1, 3, 948, 6, 196.86711
1, 3, 949, 6, 163.516196
1, 3, 1024, 8, 246.928545
1, 3, 934, 6, 178.294268
1, 3, 908, 6, 192.950998
1, 3, 922, 6, 163.670943
1, 3, 1035, 8, 257.213647
1, 4, 932, 6, 162.901138
1, 3, 1144, 6, 292.567449
1, 3, 1047, 6, 163.336467
1, 3, 1014, 8, 267.54494
1, 3, 927, 6, 173.724548
1, 3, 1224, 6, 190.606891
1, 3, 1030, 6, 162.426107
1, 4, 964, 6, 142.129992
1, 3, 989, 6, 177.706712
1, 3, 1137, 6, 192.572031
1, 3, 1119, 6, 245.250825
1, 3, 1167, 6, 216.703673
1, 3, 910, 6, 184.144159
1, 2, 1043, 7, 505.143134
1, 3, 1126, 6, 235.118999
1, 3, 1122, 6, 214.072348
1, 3, 1073, 6, 185.340735
1, 2, 1034, 7, 515.608989
1, 3, 1215, 6, 271.113125
1, 4, 989, 6, 147.288414
1, 3, 1123, 6, 194.000654
1, 3, 1081, 6, 249.671149
1, 3, 1103, 6, 270.421725
1, 4, 976, 6, 146.833737
1, 3, 1186, 6, 201.501327
1, 3, 1082, 7, 213.801974
1, 2, 1075, 7, 517.30083
1, 4, 935, 6, 140.632599
1, 3, 1134, 6, 206.77895
1, 3, 1072, 7, 219.731227
1, 2, 1083, 7, 541.246945
1, 4, 963, 6, 113.934607
1, 3, 986, 6, 169.742307
1, 3, 1012, 6, 167.412319
1, 3, 985, 6, 181.578834
1, 4, 956, 6, 112.193217
1, 3, 973, 6, 179.69057
1, 3, 987, 6, 162.62662
1, 3, 966, 6, 172.431614
1, 4, 1038, 6, 112.381093
1, 3, 991, 6, 185.946038
1, 3, 956, 6, 192.834664
1, 3, 1013, 6, 175.194304
1, 3, 990, 6, 185.384512
1, 3, 940, 6, 186.151631
1, 3, 960, 6, 198.422699
1, 3, 952, 6, 320.744321
1, 3, 932, 6, 175.865296
1, 3, 921, 6, 176.275826
1, 3, 959, 6, 196.70758
1, 3, 965, 6, 315.678147
1, 3, 897, 6, 175.413285
1, 3, 928, 6, 170.358884
1, 3, 908, 6, 199.946558
1, 3, 955, 6, 311.276054
1, 4, 965, 6, 365.50191
1, 3, 954, 6, 170.23367
1, 3, 944, 6, 196.841551
1, 3, 925, 6, 313.525752
1, 4, 956, 6, 110.249527
1, 3, 948, 6, 181.770102
1, 3, 945, 6, 200.278968
1, 3, 1150, 6, 339.832997
1, 4, 953, 6, 111.069494
1, 3, 894, 6, 185.509996
1, 3, 939, 6, 200.656769
1, 3, 1144, 6, 338.541249
1, 4, 948, 6, 114.30616
1, 3, 939, 6, 172.541232
1, 3, 933, 6, 200.62798
1, 3, 1068, 6, 339.896433
1, 4, 958, 6, 110.305937
1, 3, 946, 6, 168.225161
1, 3, 1035, 6, 220.215961
1, 3, 1066, 6, 339.15139
1, 4, 930, 6, 127.013008
1, 3, 937, 6, 168.112027
1, 3, 1070, 6, 223.602583
1, 3, 1062, 6, 331.194227
1, 4, 941, 6, 148.096225
1, 3, 1044, 6, 288.669831
1, 2, 1038, 7, 609.505313
1, 3, 1064, 6, 329.964434
1, 4, 935, 6, 149.941363
1, 3, 1058, 6, 205.933405
1, 2, 1035, 7, 596.798183
1, 3, 1101, 6, 333.581069
1, 4, 946, 6, 152.431842
1, 3, 1019, 6, 180.246488
1, 2, 1012, 7, 592.508842
1, 3, 1055, 6, 329.038471
1, 4, 1090, 6, 132.816944
1, 3, 1134, 6, 233.433777
1, 2, 1029, 7, 583.016275
1, 3, 921, 6, 188.834916
1, 4, 1118, 6, 137.309972
1, 3, 1050, 6, 226.84088
1, 3, 1149, 6, 173.88274
1, 3, 905, 6, 183.898439
1, 3, 1120, 6, 230.718296
1, 3, 1107, 6, 184.330611
1, 3, 1194, 6, 197.960054
1, 3, 929, 6, 195.160078
1, 3, 1144, 6, 249.356075
1, 3, 1085, 6, 185.966302
1, 3, 1017, 6, 196.478087
1, 3, 1126, 6, 237.008584
1, 3, 1156, 6, 239.997635
1, 3, 1175, 6, 189.06612
1, 3, 1099, 6, 198.24109
1, 3, 1092, 6, 221.540168
1, 3, 1147, 8, 341.706844
1, 3, 1077, 6, 186.318527
1, 3, 1158, 6, 197.374937
1, 3, 1111, 6, 232.136018
1, 4, 932, 6, 105.352646
1, 3, 1077, 6, 184.358729
1, 3, 1222, 6, 200.65984
1, 3, 1103, 6, 231.562294
1, 4, 1009, 6, 125.206178
1, 3, 1150, 6, 189.803684
1, 3, 1189, 6, 198.998815
1, 3, 1095, 6, 235.192777
1, 4, 1121, 6, 131.350257
1, 3, 1065, 6, 186.577746
1, 3, 1106, 6, 200.796155
1, 3, 1196, 6, 206.14279
1, 4, 1107, 6, 133.980913
1, 3, 1130, 6, 192.347736
1, 3, 1148, 6, 198.780064
1, 3, 1124, 6, 186.051584
1, 4, 1097, 6, 128.878499
1, 3, 1176, 6, 210.902116
1, 3, 1185, 6, 194.599439
1, 3, 1192, 6, 204.051068
1, 4, 1043, 6, 145.266257
1, 3, 1111, 6, 202.170438
1, 3, 1137, 6, 193.064895
1, 3, 1203, 6, 211.463339
1, 4, 1090, 6, 129.230726
1, 3, 995, 6, 183.897084
1, 3, 1172, 6, 191.227789
1, 3, 1178, 6, 272.13486
1, 4, 904, 6, 184.680903
1, 3, 1067, 6, 211.811175
1, 3, 1222, 6, 260.449528
1, 3, 1193, 6, 208.904143
1, 4, 1064, 6, 129.839509
1, 3, 947, 6, 191.499053
1, 3, 1154, 6, 218.285043
1, 3, 1180, 6, 187.821494
1, 3, 1070, 6, 182.235163
1, 3, 1084, 6, 201.519715
1, 3, 1144, 6, 235.315054
1, 3, 1193, 6, 198.640423
1, 3, 1075, 6, 175.821813
1, 3, 987, 6, 190.757626
1, 3, 1179, 6, 228.778647
1, 3, 1193, 6, 192.654298
1, 3, 924, 6, 204.374626
1, 3, 1091, 6, 194.052439
1, 3, 1082, 6, 185.009528
1, 3, 1176, 6, 192.437713
1, 3, 1063, 6, 181.250103
1, 3, 1018, 6, 183.482438
1, 3, 1084, 6, 186.002409
1, 3, 1172, 6, 210.244526
1, 3, 1100, 6, 215.391238
1, 3, 1062, 6, 189.743363
1, 3, 1080, 6, 181.102914
1, 3, 1194, 7, 396.868806
1, 3, 1083, 6, 215.509504
1, 3, 1063, 6, 183.632739
1, 3, 1101, 6, 181.066843
1, 3, 1127, 6, 238.738385
1, 3, 1096, 6, 224.518843
1, 3, 1050, 6, 188.68805
1, 3, 1221, 6, 209.083864
